order_id,customer_id,order_date,channel,payment_method,region,items_ordered,primary_category,gross_revenue,discount_pct,discount_amount,shipping_cost,product_cost,platform_fee,transaction_fee,returned,refund_amount,net_revenue,total_costs,profit
ORD-000358,C-0669,2025-12-06,Website,Credit Card,Southwest,1,Home & Kitchen,104.73,10,10.47,14.94,34.15,0,3.03,Yes,94.26,0.0,52.12,-52.12
ORD-000359,C-0057,2025-05-20,Website,Credit Card,Southwest,2,Food & Beverage,73.0,0,0.0,22.84,28.29,0,2.42,No,0,73.0,53.55,19.45
ORD-000360,C-0572,2024-09-24,Marketplace,Gift Card,Northeast,1,Toys,20.1,10,2.01,18.36,13.82,2.71,0.82,No,0,18.09,35.71,-17.62
ORD-000361,C-0476,2024-08-27,Marketplace,Credit Card,Midwest,2,Sports,281.99,0,0.0,38.16,125.93,42.3,8.48,No,0,281.99,214.87,67.12
ORD-000362,C-0581,2025-07-03,Website,Buy Now Pay Later,Midwest,1,Books,9.94,10,0.99,7.34,6.71,0,0.56,No,0,8.95,14.61,-5.66
ORD-000363,C-0507,2025-07-27,Mobile App,Credit Card,Southwest,2,Food & Beverage,276.94,10,27.69,46.08,148.56,0,7.53,No,0,249.25,202.17,47.08
ORD-000364,C-0426,2025-06-15,Website,PayPal,Southwest,4,Home & Kitchen,298.27,0,0.0,42.7,115.01,0,8.95,No,0,298.27,166.66,131.61
ORD-000365,C-0409,2025-11-27,Website,Gift Card,Northeast,1,Home & Kitchen,62.18,5,3.11,6.06,26.96,0,2.01,No,0,59.07,35.03,24.04
ORD-000366,C-0467,2025-08-25,Website,Credit Card,West Coast,1,Beauty,122.88,5,6.14,24.12,39.6,0,3.69,No,0,116.74,67.41,49.33
ORD-000367,C-0489,2025-05-08,Marketplace,Buy Now Pay Later,Southeast,1,Sports,103.35,5,5.17,5.02,30.95,14.73,3.15,No,0,98.18,53.85,44.33
ORD-000368,C-0491,2025-06-30,Website,Gift Card,Southeast,1,Electronics,268.26,10,26.83,32.34,108.9,0,7.3,No,0,241.43,148.54,92.89
ORD-000369,C-0689,2024-07-30,Mobile App,Credit Card,West Coast,3,Toys,33.8,25,8.45,35.3,14.05,0,1.04,No,0,25.35,50.39,-25.04
ORD-000370,C-0247,2025-07-10,Website,Credit Card,Northeast,2,Books,106.21,0,0.0,14.98,52.51,0,3.38,No,0,106.21,70.87,35.34
ORD-000371,C-0732,2024-05-22,Marketplace,Debit Card,Midwest,1,Beauty,47.32,10,4.73,9.1,20.94,6.39,1.54,No,0,42.59,37.97,4.62
ORD-000372,C-0341,2024-12-11,Marketplace,Credit Card,Midwest,3,Home & Kitchen,247.64,5,12.38,46.6,125.24,35.29,7.12,No,0,235.26,214.25,21.01
ORD-000373,C-0640,2025-11-24,Mobile App,PayPal,Midwest,1,Beauty,24.02,20,4.8,3.98,10.75,0,0.86,No,0,19.22,15.59,3.63
ORD-000374,C-0738,2025-07-06,Marketplace,Buy Now Pay Later,West Coast,3,Toys,125.82,0,0.0,33.3,54.56,18.87,3.95,No,0,125.82,110.68,15.14
ORD-000375,C-0625,2025-06-24,Marketplace,Debit Card,Northeast,1,Electronics,24.38,20,4.88,13.9,16.19,2.92,0.87,Yes,19.5,0.0,33.88,-33.88
ORD-000376,C-0094,2025-07-28,Website,Gift Card,West Coast,1,Books,23.2,10,2.32,7.98,6.77,0,0.91,No,0,20.88,15.66,5.22
ORD-000377,C-0429,2025-04-28,Website,Credit Card,Southeast,4,Sports,173.72,10,17.37,52.16,66.81,0,4.83,No,0,156.35,123.8,32.55
ORD-000378,C-0118,2025-08-03,Mobile App,Gift Card,West Coast,4,Home & Kitchen,338.66,15,50.8,44.94,157.1,0,8.65,No,0,287.86,210.69,77.17
ORD-000379,C-0636,2025-04-30,Marketplace,Buy Now Pay Later,Midwest,1,Beauty,106.23,20,21.25,36.42,56.67,12.75,2.76,No,0,84.98,108.6,-23.62
ORD-000380,C-0546,2025-05-24,Website,PayPal,West Coast,3,Beauty,145.92,15,21.89,28.72,71.06,0,3.9,No,0,124.03,103.68,20.35
ORD-000381,C-0433,2025-07-05,Mobile App,Gift Card,Southwest,5,Clothing,449.88,0,0.0,66.48,153.06,0,13.35,No,0,449.88,232.89,216.99
ORD-000382,C-0246,2025-09-04,Marketplace,Buy Now Pay Later,West Coast,4,Sports,477.27,15,71.59,55.22,180.41,60.85,12.06,No,0,405.68,308.54,97.14
ORD-000383,C-0042,2025-05-06,Website,PayPal,Southwest,1,Sports,208.14,0,0.0,42.9,81.09,0,6.34,No,0,208.14,130.33,77.81
ORD-000384,C-0447,2025-08-10,Mobile App,Credit Card,Southeast,1,Home & Kitchen,105.44,0,0.0,8.94,42.07,0,3.36,No,0,105.44,54.37,51.07
ORD-000385,C-0192,2024-01-31,Website,Credit Card,Southwest,1,Electronics,112.16,25,28.04,26.84,58.88,0,2.74,No,0,84.12,88.46,-4.34
ORD-000386,C-0665,2025-05-16,Marketplace,Credit Card,Southwest,1,Electronics,73.73,15,11.06,9.34,48.17,9.4,2.12,No,0,62.67,69.03,-6.36
ORD-000387,C-0263,2025-07-18,Website,Credit Card,West Coast,1,Electronics,153.84,5,7.69,37.14,64.32,0,4.54,No,0,146.15,106.0,40.15
ORD-000388,C-0252,2025-01-22,Mobile App,Credit Card,Southwest,4,Beauty,259.89,15,38.98,39.24,92.77,0,6.71,No,0,220.91,138.72,82.19
ORD-000389,C-0690,2025-06-06,Website,PayPal,Southwest,1,Clothing,7.77,5,0.39,4.7,4.58,0,0.51,No,0,7.38,9.79,-2.41
ORD-000390,C-0044,2025-04-17,Marketplace,Credit Card,Southeast,1,Sports,14.58,0,0.0,9.1,4.36,2.19,0.72,No,0,14.58,16.37,-1.79
ORD-000391,C-0487,2025-02-03,Marketplace,Debit Card,Southwest,2,Home & Kitchen,292.44,0,0.0,20.56,105.86,43.87,8.78,No,0,292.44,179.07,113.37
ORD-000392,C-0645,2025-10-07,Social Commerce,Debit Card,West Coast,1,Beauty,106.23,0,0.0,36.42,56.67,8.5,3.38,No,0,106.23,104.97,1.26
ORD-000393,C-0285,2025-07-09,Social Commerce,Credit Card,West Coast,5,Toys,188.23,25,47.06,39.34,69.94,11.29,4.39,No,0,141.17,124.96,16.21
ORD-000394,C-0226,2025-11-26,Marketplace,PayPal,Northeast,2,Electronics,554.75,15,83.21,34.32,187.67,70.73,13.97,No,0,471.54,306.69,164.85
ORD-000395,C-0336,2025-04-24,Website,Gift Card,Southwest,2,Food & Beverage,324.77,0,0.0,18.42,102.5,0,9.72,No,0,324.77,130.64,194.13
ORD-000396,C-0105,2025-07-14,Marketplace,Credit Card,West Coast,1,Clothing,89.44,5,4.47,18.84,62.18,12.75,2.76,No,0,84.97,96.53,-11.56
ORD-000397,C-0757,2024-12-26,Website,Credit Card,Midwest,1,Electronics,34.0,5,1.7,13.66,21.92,0,1.24,No,0,32.3,36.82,-4.52
ORD-000398,C-0300,2025-04-24,Website,PayPal,Northeast,3,Electronics,766.2,0,0.0,52.86,247.71,0,22.52,Yes,766.2,-0.0,323.09,-323.09
ORD-000399,C-0261,2024-09-08,Marketplace,Credit Card,Northeast,1,Clothing,90.19,20,18.04,13.42,33.04,10.82,2.39,No,0,72.15,59.67,12.48
ORD-000400,C-0582,2025-04-11,Mobile App,Credit Card,Southeast,1,Toys,75.84,15,11.38,12.3,34.48,0,2.17,No,0,64.46,48.95,15.51
ORD-000401,C-0476,2025-08-22,Marketplace,PayPal,Midwest,1,Beauty,10.44,10,1.04,28.6,5.7,1.41,0.57,No,0,9.4,36.28,-26.88
ORD-000402,C-0399,2024-09-12,Mobile App,Buy Now Pay Later,Southeast,1,Books,9.03,0,0.0,13.98,6.37,0,0.56,No,0,9.03,20.91,-11.88
ORD-000403,C-0119,2024-05-24,Social Commerce,Debit Card,Midwest,2,Home & Kitchen,277.97,5,13.9,30.1,109.73,21.13,7.96,No,0,264.07,168.92,95.15
ORD-000404,C-0507,2025-09-28,Website,Credit Card,Southwest,5,Beauty,159.86,0,0.0,62.2,56.77,0,4.94,No,0,159.86,123.91,35.95
ORD-000405,C-0576,2025-04-25,Mobile App,Credit Card,Southeast,3,Food & Beverage,252.32,5,12.62,64.92,95.06,0,7.25,No,0,239.7,167.23,72.47
ORD-000406,C-0118,2025-09-13,Marketplace,Credit Card,West Coast,1,Toys,10.05,25,2.51,9.18,6.91,1.13,0.52,Yes,7.54,0.0,17.74,-17.74
ORD-000407,C-0674,2024-07-18,Social Commerce,Debit Card,Midwest,2,Clothing,66.0,15,9.9,19.0,23.17,4.49,1.93,No,0,56.1,48.59,7.51
ORD-000408,C-0204,2025-08-25,Mobile App,Credit Card,West Coast,3,Beauty,221.03,0,0.0,26.98,98.36,0,6.71,No,0,221.03,132.05,88.98
ORD-000409,C-0026,2024-07-10,Website,Credit Card,Midwest,5,Clothing,408.47,5,20.42,88.24,169.37,0,11.55,No,0,388.05,269.16,118.89
ORD-000410,C-0394,2024-05-19,Mobile App,Credit Card,Southeast,3,Electronics,298.59,0,0.0,27.7,133.67,0,8.96,No,0,298.59,170.33,128.26
ORD-000411,C-0059,2024-12-24,Website,Buy Now Pay Later,Northeast,3,Beauty,112.37,10,11.24,27.78,67.33,0,3.23,No,0,101.13,98.34,2.79
ORD-000412,C-0229,2025-02-02,Website,Gift Card,Southwest,3,Books,254.6,0,0.0,49.52,93.95,0,7.68,No,0,254.6,151.15,103.45
ORD-000413,C-0148,2025-05-05,Marketplace,Buy Now Pay Later,Southwest,1,Electronics,89.42,10,8.94,10.78,36.3,12.07,2.63,No,0,80.48,61.78,18.7
ORD-000414,C-0231,2025-07-13,Website,PayPal,Southeast,1,Clothing,24.88,10,2.49,7.02,13.77,0,0.95,No,0,22.39,21.74,0.65
ORD-000415,C-0350,2025-11-06,Mobile App,Credit Card,Northeast,3,Clothing,687.19,15,103.08,52.46,207.64,0,17.24,No,0,584.11,277.34,306.77
ORD-000416,C-0416,2025-10-10,Website,Credit Card,Southeast,1,Toys,100.66,0,0.0,10.46,36.48,0,3.22,No,0,100.66,50.16,50.5
ORD-000417,C-0451,2025-05-22,Mobile App,Buy Now Pay Later,Northeast,3,Toys,206.35,10,20.64,30.02,75.89,0,5.69,No,0,185.71,111.6,74.11
ORD-000418,C-0588,2025-04-30,Website,Debit Card,Southwest,3,Sports,116.57,0,0.0,50.24,52.73,0,3.68,No,0,116.57,106.65,9.92
ORD-000419,C-0762,2024-04-29,Social Commerce,Credit Card,Southeast,1,Toys,27.88,15,4.18,11.18,12.13,1.9,0.99,No,0,23.7,26.2,-2.5
ORD-000420,C-0240,2025-05-25,Website,PayPal,Southwest,3,Beauty,109.16,5,5.46,42.16,42.38,0,3.31,Yes,103.7,0.0,87.85,-87.85
ORD-000421,C-0633,2025-10-29,Website,Buy Now Pay Later,Northeast,1,Sports,17.4,25,4.35,12.3,7.23,0,0.68,No,0,13.05,20.21,-7.16
ORD-000422,C-0400,2025-09-27,Website,Gift Card,Southwest,2,Beauty,94.32,0,0.0,21.08,35.4,0,3.04,No,0,94.32,59.52,34.8
ORD-000423,C-0161,2025-04-27,Social Commerce,PayPal,Midwest,2,Books,74.14,5,3.71,41.38,42.18,5.63,2.34,No,0,70.43,91.53,-21.1
ORD-000424,C-0173,2025-12-16,Website,Credit Card,Northeast,1,Toys,19.95,25,4.99,4.46,6.83,0,0.73,No,0,14.96,12.02,2.94
ORD-000425,C-0542,2024-06-12,Mobile App,Credit Card,West Coast,2,Home & Kitchen,397.99,10,39.8,41.98,156.73,0,10.69,No,0,358.19,209.4,148.79
ORD-000426,C-0230,2025-09-04,Marketplace,Credit Card,Midwest,1,Beauty,58.23,0,0.0,13.42,22.42,8.73,1.99,No,0,58.23,46.56,11.67
ORD-000427,C-0407,2024-02-20,Social Commerce,Debit Card,Northeast,4,Beauty,286.83,15,43.02,45.42,113.82,19.5,7.37,No,0,243.81,186.11,57.7
ORD-000428,C-0475,2025-06-26,Website,PayPal,Midwest,1,Clothing,63.94,0,0.0,8.46,20.51,0,2.15,No,0,63.94,31.12,32.82
ORD-000429,C-0119,2025-11-21,Website,Buy Now Pay Later,Northeast,2,Food & Beverage,74.56,0,0.0,23.32,46.03,0,2.46,No,0,74.56,71.81,2.75
ORD-000430,C-0706,2025-04-03,Website,Debit Card,Southeast,3,Books,79.66,10,7.97,31.7,38.55,0,2.38,No,0,71.69,72.63,-0.94
ORD-000431,C-0172,2024-10-06,Website,PayPal,Northeast,1,Beauty,47.32,20,9.46,9.1,20.94,0,1.4,No,0,37.86,31.44,6.42
ORD-000432,C-0074,2025-08-15,Website,Credit Card,Southeast,4,Toys,258.49,0,0.0,43.42,99.78,0,7.8,No,0,258.49,151.0,107.49
ORD-000433,C-0214,2024-02-01,Mobile App,PayPal,Northeast,1,Toys,63.63,15,9.54,8.38,31.76,0,1.87,No,0,54.09,42.01,12.08
ORD-000434,C-0421,2025-06-20,Mobile App,PayPal,Southwest,3,Electronics,329.19,0,0.0,22.5,107.31,0,9.85,No,0,329.19,139.66,189.53
ORD-000435,C-0337,2025-01-11,Mobile App,Credit Card,Southeast,3,Food & Beverage,167.68,10,16.77,30.9,74.54,0,4.68,No,0,150.91,110.12,40.79
ORD-000436,C-0394,2025-09-24,Website,Gift Card,Southeast,1,Books,17.59,10,1.76,14.78,6.31,0,0.76,No,0,15.83,21.85,-6.02
ORD-000437,C-0089,2025-02-22,Website,Debit Card,West Coast,2,Home & Kitchen,102.73,5,5.14,23.72,37.4,0,3.13,No,0,97.59,64.25,33.34
ORD-000438,C-0541,2025-12-07,Mobile App,Credit Card,Southeast,1,Electronics,222.97,0,0.0,12.94,67.05,0,6.77,No,0,222.97,86.76,136.21
ORD-000439,C-0414,2025-02-09,Website,Debit Card,West Coast,1,Food & Beverage,408.12,10,40.81,18.9,119.04,0,10.95,Yes,367.31,0.0,148.89,-148.89
ORD-000440,C-0649,2025-03-31,Social Commerce,Debit Card,Southwest,2,Clothing,100.1,5,5.0,19.96,55.07,7.61,3.06,No,0,95.1,85.7,9.4
ORD-000441,C-0182,2025-08-27,Social Commerce,Credit Card,Southwest,2,Books,45.01,0,0.0,20.18,15.71,3.6,1.61,No,0,45.01,41.1,3.91
ORD-000442,C-0598,2025-07-15,Mobile App,Buy Now Pay Later,Southeast,1,Sports,29.59,5,1.48,4.7,12.42,0,1.12,No,0,28.11,18.24,9.87
ORD-000443,C-0113,2025-09-04,Social Commerce,Credit Card,West Coast,1,Sports,49.35,20,9.87,8.38,26.77,3.16,1.44,No,0,39.48,39.75,-0.27
ORD-000444,C-0376,2024-12-24,Website,PayPal,West Coast,1,Sports,103.35,5,5.17,5.02,30.95,0,3.15,No,0,98.18,39.12,59.06
ORD-000445,C-0051,2025-01-22,Social Commerce,Credit Card,Southwest,2,Books,121.03,5,6.05,38.64,53.19,9.2,3.63,No,0,114.98,104.66,10.32
ORD-000446,C-0013,2025-07-19,Website,PayPal,Southwest,2,Books,105.78,10,10.58,16.26,66.66,0,3.06,No,0,95.2,85.98,9.22
ORD-000447,C-0460,2025-11-29,Mobile App,Gift Card,Southwest,2,Sports,111.62,0,0.0,36.5,55.02,0,3.54,Yes,111.62,0.0,95.06,-95.06
ORD-000448,C-0076,2024-05-26,Website,Credit Card,Northeast,3,Beauty,93.73,0,0.0,41.12,40.56,0,3.02,Yes,93.73,-0.0,84.7,-84.7
ORD-000449,C-0522,2025-08-22,Website,Debit Card,West Coast,4,Food & Beverage,117.49,15,17.62,64.78,51.68,0,3.2,No,0,99.87,119.66,-19.79
ORD-000450,C-0033,2024-08-06,Marketplace,PayPal,West Coast,1,Sports,96.35,10,9.63,3.82,38.61,13.01,2.81,No,0,86.72,58.25,28.47
ORD-000451,C-0363,2025-01-30,Website,Gift Card,West Coast,1,Toys,272.49,0,0.0,46.26,80.04,0,8.2,No,0,272.49,134.5,137.99
ORD-000452,C-0227,2024-05-24,Website,Credit Card,Southeast,3,Home & Kitchen,265.58,0,0.0,36.26,83.96,0,8.0,No,0,265.58,128.22,137.36
ORD-000453,C-0613,2025-05-19,Mobile App,Credit Card,Southeast,1,Food & Beverage,86.62,0,0.0,7.58,37.79,0,2.81,No,0,86.62,48.18,38.44
ORD-000454,C-0040,2025-09-10,Mobile App,Debit Card,Southwest,2,Home & Kitchen,144.67,0,0.0,24.36,54.29,0,4.5,No,0,144.67,83.15,61.52
ORD-000455,C-0690,2025-01-06,Mobile App,Credit Card,Southwest,2,Electronics,214.83,0,0.0,19.8,71.04,0,6.53,No,0,214.83,97.37,117.46
ORD-000456,C-0028,2025-06-25,Mobile App,PayPal,Midwest,1,Toys,19.95,0,0.0,4.46,6.83,0,0.88,No,0,19.95,12.17,7.78
ORD-000457,C-0585,2025-07-12,Marketplace,Gift Card,Southeast,1,Toys,46.8,0,0.0,9.9,19.21,7.02,1.66,No,0,46.8,37.79,9.01
ORD-000458,C-0653,2024-12-06,Website,Credit Card,Northeast,2,Sports,65.45,15,9.82,25.06,41.46,0,1.91,No,0,55.63,68.43,-12.8
ORD-000459,C-0387,2025-04-14,Social Commerce,Credit Card,Northeast,1,Sports,192.7,0,0.0,7.64,77.22,15.42,5.89,No,0,192.7,106.17,86.53
ORD-000460,C-0413,2024-12-06,Social Commerce,Gift Card,Southeast,1,Food & Beverage,11.52,0,0.0,7.58,3.71,0.92,0.63,No,0,11.52,12.84,-1.32
ORD-000461,C-0390,2025-08-29,Marketplace,Debit Card,Midwest,2,Clothing,66.63,10,6.66,14.76,22.56,9.0,2.04,No,0,59.97,48.36,11.61
ORD-000462,C-0664,2024-02-20,Mobile App,Buy Now Pay Later,Northeast,2,Food & Beverage,147.33,0,0.0,67.66,80.88,0,4.57,No,0,147.33,153.11,-5.78
ORD-000463,C-0160,2025-10-13,Website,PayPal,Northeast,1,Electronics,112.16,0,0.0,26.84,58.88,0,3.55,No,0,112.16,89.27,22.89
ORD-000464,C-0209,2025-07-19,Mobile App,Debit Card,Southwest,2,Books,87.0,10,8.7,23.04,39.39,0,2.57,No,0,78.3,65.0,13.3
ORD-000465,C-0375,2024-10-24,Website,Credit Card,Northeast,3,Food & Beverage,442.07,0,0.0,55.5,217.05,0,13.12,No,0,442.07,285.67,156.4
ORD-000466,C-0486,2025-05-21,Website,Credit Card,Southeast,2,Clothing,358.53,10,35.85,31.3,120.41,0,9.66,No,0,322.68,161.37,161.31
ORD-000467,C-0489,2025-10-23,Mobile App,PayPal,Northeast,3,Toys,86.54,5,4.33,26.32,28.38,0,2.68,No,0,82.21,57.38,24.83
ORD-000468,C-0605,2025-06-18,Website,Buy Now Pay Later,Southwest,1,Beauty,21.93,20,4.39,14.06,15.36,0,0.81,No,0,17.54,30.23,-12.69
ORD-000469,C-0420,2025-02-11,Mobile App,PayPal,Southwest,3,Sports,218.94,20,43.79,48.96,118.06,0,5.38,No,0,175.15,172.4,2.75
ORD-000470,C-0149,2025-07-26,Mobile App,PayPal,West Coast,3,Electronics,398.28,15,59.74,67.8,157.42,0,10.12,No,0,338.54,235.34,103.2
ORD-000471,C-0294,2025-06-13,Mobile App,Credit Card,Midwest,2,Beauty,158.89,25,39.72,33.78,51.24,0,3.76,No,0,119.17,88.78,30.39
ORD-000472,C-0695,2025-11-12,Website,Buy Now Pay Later,Southeast,4,Food & Beverage,225.62,10,22.56,48.0,88.77,0,6.19,No,0,203.06,142.96,60.1
ORD-000473,C-0148,2025-07-17,Marketplace,Credit Card,Northeast,3,Sports,144.7,15,21.7,21.36,80.67,18.45,3.87,No,0,123.0,124.35,-1.35
ORD-000474,C-0010,2024-06-19,Marketplace,Credit Card,Northeast,1,Food & Beverage,27.16,10,2.72,11.34,13.64,3.67,1.01,No,0,24.44,29.66,-5.22
ORD-000475,C-0325,2025-07-24,Marketplace,Credit Card,Southwest,1,Home & Kitchen,62.92,0,0.0,10.38,27.03,9.44,2.12,No,0,62.92,48.97,13.95
ORD-000476,C-0107,2025-09-26,Website,PayPal,West Coast,1,Toys,52.54,15,7.88,5.82,30.58,0,1.6,No,0,44.66,38.0,6.66
ORD-000477,C-0738,2024-10-03,Marketplace,Credit Card,Northeast,1,Toys,57.29,10,5.73,13.18,20.72,7.73,1.8,No,0,51.56,43.43,8.13
ORD-000478,C-0745,2025-04-23,Mobile App,Buy Now Pay Later,Southeast,1,Sports,47.22,0,0.0,5.9,20.9,0,1.67,No,0,47.22,28.47,18.75
ORD-000479,C-0100,2025-06-28,Marketplace,Gift Card,Southwest,1,Food & Beverage,79.49,5,3.97,13.82,32.23,11.33,2.49,No,0,75.52,59.87,15.65
ORD-000480,C-0218,2024-11-29,Marketplace,PayPal,West Coast,1,Clothing,129.12,10,12.91,9.72,65.34,17.43,3.67,No,0,116.21,96.16,20.05
ORD-000481,C-0254,2025-10-16,Mobile App,Credit Card,Midwest,1,Toys,157.62,0,0.0,17.46,91.74,0,4.87,No,0,157.62,114.07,43.55
ORD-000482,C-0060,2025-04-28,Website,PayPal,Southeast,2,Books,130.64,5,6.53,41.12,44.09,0,3.9,No,0,124.11,89.11,35.0
ORD-000483,C-0532,2025-10-04,Website,Credit Card,West Coast,1,Beauty,21.93,0,0.0,14.06,15.36,0,0.94,No,0,21.93,30.36,-8.43
ORD-000484,C-0569,2025-03-12,Mobile App,PayPal,Northeast,3,Beauty,352.99,10,35.3,39.84,112.44,0,9.51,No,0,317.69,161.79,155.9
ORD-000485,C-0634,2025-07-08,Marketplace,PayPal,West Coast,2,Electronics,212.45,10,21.25,22.98,60.76,28.68,5.84,No,0,191.2,118.26,72.94
ORD-000486,C-0330,2025-11-13,Website,Credit Card,Northeast,1,Sports,29.69,25,7.42,6.06,18.66,0,0.95,No,0,22.27,25.67,-3.4
ORD-000487,C-0073,2025-05-01,Marketplace,Credit Card,West Coast,1,Toys,19.95,10,2.0,4.46,6.83,2.69,0.82,No,0,17.95,14.8,3.15
ORD-000488,C-0070,2024-10-21,Mobile App,Credit Card,Southwest,1,Books,19.54,20,3.91,23.48,8.98,0,0.75,No,0,15.63,33.21,-17.58
ORD-000489,C-0325,2025-03-05,Website,Credit Card,Southeast,4,Books,386.8,0,0.0,77.92,151.8,0,11.52,No,0,386.8,241.24,145.56
ORD-000490,C-0088,2024-08-23,Social Commerce,Gift Card,Midwest,3,Toys,164.91,10,16.49,20.98,51.84,11.87,4.6,No,0,148.42,89.29,59.13
ORD-000491,C-0031,2024-10-20,Website,Buy Now Pay Later,West Coast,1,Electronics,89.42,10,8.94,10.78,36.3,0,2.63,No,0,80.48,49.71,30.77
ORD-000492,C-0654,2024-10-30,Website,PayPal,Southwest,1,Food & Beverage,48.08,0,0.0,15.26,34.07,0,1.69,No,0,48.08,51.02,-2.94
ORD-000493,C-0408,2024-09-05,Marketplace,PayPal,Midwest,2,Books,89.96,0,0.0,44.96,38.74,13.49,2.91,No,0,89.96,100.1,-10.14
ORD-000494,C-0018,2025-06-23,Mobile App,Credit Card,Southwest,1,Sports,62.94,0,0.0,6.62,26.48,0,2.13,No,0,62.94,35.23,27.71
ORD-000495,C-0404,2024-10-10,Social Commerce,PayPal,West Coast,2,Food & Beverage,257.72,5,12.89,26.66,113.2,19.59,7.4,No,0,244.83,166.85,77.98
ORD-000496,C-0441,2025-10-19,Website,Credit Card,Midwest,1,Food & Beverage,11.52,0,0.0,7.58,3.71,0,0.63,No,0,11.52,11.92,-0.4
ORD-000497,C-0767,2024-08-01,Marketplace,Debit Card,Southeast,1,Toys,72.56,0,0.0,8.7,35.81,10.88,2.4,No,0,72.56,57.79,14.77
ORD-000498,C-0500,2025-07-08,Website,Credit Card,Southwest,2,Clothing,92.82,0,0.0,16.44,31.25,0,2.99,No,0,92.82,50.68,42.14
ORD-000499,C-0771,2025-08-24,Social Commerce,Credit Card,West Coast,2,Food & Beverage,69.39,0,0.0,17.8,45.52,5.55,2.31,No,0,69.39,71.18,-1.79
ORD-000500,C-0231,2025-07-12,Marketplace,Credit Card,Northeast,1,Sports,27.71,0,0.0,12.94,11.44,4.16,1.1,No,0,27.71,29.64,-1.93
ORD-000501,C-0104,2025-02-06,Website,Credit Card,West Coast,2,Clothing,91.87,0,0.0,22.2,33.6,0,2.96,No,0,91.87,58.76,33.11
ORD-000502,C-0370,2025-07-01,Marketplace,PayPal,Midwest,1,Electronics,68.98,0,0.0,14.54,25.39,10.35,2.3,Yes,68.98,0.0,52.58,-52.58
ORD-000503,C-0268,2024-10-29,Mobile App,Debit Card,Midwest,1,Toys,20.1,10,2.01,18.36,13.82,0,0.82,No,0,18.09,33.0,-14.91
ORD-000504,C-0721,2024-11-11,Website,PayPal,Midwest,3,Beauty,115.32,0,0.0,43.76,66.04,0,3.64,No,0,115.32,113.44,1.88
ORD-000505,C-0651,2025-11-04,Marketplace,Credit Card,Midwest,1,Clothing,46.68,10,4.67,10.3,15.73,6.3,1.52,No,0,42.01,33.85,8.16
ORD-000506,C-0155,2025-09-24,Website,PayPal,Northeast,1,Food & Beverage,111.64,0,0.0,14.22,37.84,0,3.54,No,0,111.64,55.6,56.04
ORD-000507,C-0169,2025-09-20,Marketplace,PayPal,Midwest,1,Toys,58.97,25,14.74,6.22,23.51,6.63,1.58,No,0,44.23,37.94,6.29
ORD-000508,C-0070,2025-08-12,Website,Credit Card,Southeast,5,Clothing,327.07,25,81.77,63.96,148.06,0,7.41,No,0,245.3,219.43,25.87
ORD-000509,C-0257,2024-05-25,Website,PayPal,Southwest,2,Electronics,197.01,5,9.85,24.44,68.99,0,5.73,No,0,187.16,99.16,88.0
ORD-000510,C-0042,2025-03-23,Website,Gift Card,Southeast,1,Toys,14.74,10,1.47,5.58,4.57,0,0.68,No,0,13.27,10.83,2.44
ORD-000511,C-0002,2025-08-13,Marketplace,Credit Card,Southeast,1,Books,23.18,25,5.79,9.26,9.55,2.61,0.8,No,0,17.39,22.22,-4.83
ORD-000512,C-0392,2024-06-30,Website,Debit Card,Southwest,1,Electronics,153.84,0,0.0,37.14,64.32,0,4.76,No,0,153.84,106.22,47.62
ORD-000513,C-0371,2025-06-23,Marketplace,Credit Card,Southeast,2,Beauty,97.73,5,4.89,18.52,45.1,13.93,2.99,No,0,92.84,80.54,12.3
ORD-000514,C-0623,2025-11-11,Website,PayPal,West Coast,1,Electronics,24.31,0,0.0,5.74,7.13,0,1.0,No,0,24.31,13.87,10.44
ORD-000515,C-0723,2024-08-05,Mobile App,PayPal,Midwest,2,Beauty,119.19,15,17.88,26.36,44.11,0,3.24,No,0,101.31,73.71,27.6
ORD-000516,C-0707,2024-04-30,Mobile App,Credit Card,Southwest,1,Electronics,73.73,15,11.06,9.34,48.17,0,2.12,No,0,62.67,59.63,3.04
ORD-000517,C-0018,2025-10-16,Social Commerce,Debit Card,Southeast,1,Sports,62.94,0,0.0,6.62,26.48,5.04,2.13,No,0,62.94,40.27,22.67
ORD-000518,C-0677,2025-08-17,Mobile App,PayPal,Northeast,2,Sports,86.54,10,8.65,14.58,30.43,0,2.56,No,0,77.89,47.57,30.32
ORD-000519,C-0332,2025-03-15,Mobile App,Buy Now Pay Later,West Coast,2,Toys,107.37,5,5.37,25.0,44.36,0,3.26,No,0,102.0,72.62,29.38
ORD-000520,C-0780,2025-05-08,Mobile App,PayPal,Southeast,1,Food & Beverage,23.04,25,5.76,15.16,7.42,0,0.8,No,0,17.28,23.38,-6.1
ORD-000521,C-0559,2025-03-23,Website,PayPal,Midwest,3,Electronics,215.1,0,0.0,55.9,78.54,0,6.54,No,0,215.1,140.98,74.12
ORD-000522,C-0380,2024-10-07,Mobile App,Credit Card,West Coast,1,Books,31.87,0,0.0,9.58,10.3,0,1.22,No,0,31.87,21.1,10.77
ORD-000523,C-0336,2024-06-17,Social Commerce,PayPal,Southwest,1,Food & Beverage,334.32,10,33.43,27.06,109.02,24.07,9.03,No,0,300.89,169.18,131.71
